Name,Price,Release Date,Publisher,Developer,PerPosRev30,TNR30,PerPosRevAT,TNRAT,Genre,Storage,Mac,Windows,SteamLinux,MacWindow,MacSteam,WindowSteam,All,AvgNRAT,AvgNR30,AvgPrice
Offroad Mania,29.99,2/10/2020,"Active Games,","Active Games,",0,0,93,210,Automobile,0.512,0,1,0,0,0,0,0,11350.69231,235.8461538,18.14384615
Chicken Assassin: Reloaded,6.99,6/28/2016,"Akupara Games,","OneShark,",0,0,95,480,Clicker,0.6,1,1,1,1,1,1,1,3445.833333,723.5,25.82333333
Chicks and Tricks VR,4.99,9/26/2019,"Shapeshift Entertainment ApS,","Shapeshift Entertainment ApS,",0,0,81,22,Casual,0.3,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Puzzle Party,4.99,6/15/2020,"Krispy Animation,","Kris Patrick, Alexis Ruiz,",0,0,92,13,Indie,50,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Math Rescue,39.99,10/1/1992,"3D Realms (Apogee Software),","Redwood Games,",0,0,93,16,Adventure,0,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
Giant Bear Rampage! ☢️🐻,44.99,6/19/2019,"Red Dragon Interactive,","Red Dragon Interactive,",0,0,10,24,Physics,1.5,0,1,0,0,0,0,0,91.6,13.8,19.19
Jogward,4.99,8/13/2021,"MorkPuncher,","MorkPuncher,",0,0,91,23,Medieval,0.3,0,1,0,0,0,0,0,69091.42857,650.8571429,31.41857143
Spirit Island,19.99,7/29/2020,"Handelabra Games Inc.,","Handelabra Games Inc.,",0,0,89,360,Nature,0.4,1,1,1,1,1,1,1,463.25,16.25,42.49
Goop Loop,3.99,7/21/2021,"Lone Wulf Studio LLC,","Lone Wulf Studio LLC,",0,0,97,38,Difficult,60,0,1,1,0,0,1,0,43810,1108.833333,13.49
Ni no Kuni™ II: Revenant Kingdom,59.99,3/23/2018,"BANDAI NAMCO Entertainment,","Level-5,",87,74,83,5968,RPG,40,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Roombo: First Blood,4.99,8/8/2019,"Samurai Punk,","Samurai Punk,",0,0,90,150,Action,0.3,1,1,0,1,0,0,0,3264.582596,57.48230088,45.25634218
The Jackbox Party Pack 3 - Soundtrack,4.99,1/13/2017,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",0,0,0,0,Strategy,0,0,0,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Tic Tac Together,19.99,5/11/2021,"andrfw, impacioble,","andrfw, impacioble,",0,0,0,0,Casual,0.2,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
DAEMON X MACHINA,39.99,2/13/2020,"XSEED Games, Marvelous USA, Inc., Marvelous,","Marvelous Inc.,",77,113,89,4801,Action,13,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Buddy Simulator 1984 Original Soundtrack,4.99,5/12/2021,"Not a Sailor Studios,","Not a Sailor Studios,",0,0,0,0,N/A,0.5,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Attack on Titan / A.O.T. Wings of Freedom,59.99,8/26/2016,"KOEI TECMO GAMES CO., LTD.,","KOEI TECMO GAMES CO., LTD.,",0,0,84,3076,Anime,25,0,1,0,0,0,0,0,6264.93617,146.4468085,31.94744681
ARCADE GAME SERIES: GALAGA,3.99,4/19/2016,"BANDAI NAMCO Entertainment,","BANDAI NAMCO Studios Inc.,",0,0,89,469,Action,1.5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Tom Clancy's Ghost Recon® Desert Siege™,39.99,3/26/2002,"Ubisoft,","Red Storm Entertainment,",0,0,95,68,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Boundless,29.99,9/11/2018,"Square Enix,","Wonderstruck,",0,0,76,1504,Open,5,1,1,0,1,0,0,0,52041.20455,856.2045455,31.81897727
Frostpunk Expansions Original Soundtrack,9.99,4/20/2021,"11 bit studios,","11 bit studios,",0,0,93,16,Soundtrack,0.22,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
The Watson-Scott Test,39.99,10/19/2018,"Normal Wholesome Games,","Normal Wholesome Games,",0,0,64,507,Indie,0.2,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Railway Empire - Original Soundtrack,39.99,6/25/2020,"Kalypso Media,","Gaming Minds Studios,",0,0,0,0,Simulation,0.2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
MUSYNX,3.99,12/5/2018,"Zodiac Interactive,","I-Inferno,",84,84,87,3292,Rhythm,5,0,1,0,0,0,0,0,7485.909091,256.2727273,21.80818182
Cursed Treasure 2,24.99,7/25/2017,"Armor Games Studios,","IriySoft,",0,0,86,311,Strategy,0.15,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
RimWorld - Royalty Soundtrack,9.99,2/26/2020,N/A,"Ludeon Studios,",0,0,10,29,Soundtrack,0.147,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
Vertigo Remastered Soundtrack,5.99,7/23/2020,"Zulubo Productions,","Zach Tsiakalis-Brown,",0,0,0,0,N/A,80,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Russpuppy Kid Games,39.99,9/12/2018,"Russpuppy,","Russpuppy,",0,0,10,16,Casual,0.25,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
NEO Scavenger,19.99,12/15/2014,"Blue Bottle Games,","Blue Bottle Games,",95,21,89,3554,Survival,75,1,1,1,1,1,1,1,59503.38889,847.0740741,34.16833333
Galimulator,44.99,3/16/2018,"Snoddasmannen,","Snoddasmannen,",0,0,90,312,Simulation,0,1,1,1,1,1,1,1,2702.746479,57.28450704,36.66304225
The Wilting Amaranth,14.99,6/4/2018,"Top Hat Studios Inc,","Reine Works,",0,0,82,62,Sexual,0.2,1,1,1,1,1,1,1,2270.12,55.18666667,18.34426667
Ardarium,2.99,9/10/2021,"Daniel Cox,","Daniel Cox,",0,0,0,0,Simulation,10,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Kate's Test,4.99,2/17/2018,"Azurezero,","Azurezero,",0,0,70,10,Adventure,0.226,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
The Escaper,3.99,3/9/2020,"Nocturnal works,","Nocturnal works,",0,0,94,516,Adventure,1,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Zombie Killing Simulator,4.99,2/11/2019,"Meka Games,","Meka Games,",0,0,57,57,Gore,13,0,1,0,0,0,0,0,4750.5,85.3,33.49
THE LEGEND OF HEROES: HAJIMARI NO KISEKI,59.99,8/25/2021,"Clouded Leopard Entertainment,","Nihon Falcom,",87,48,72,288,RPG,50,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Aporia: Beyond The Valley,39.99,7/19/2017,"Green Man Gaming Publishing,","Invisible Walls,",0,0,84,306,Adventure,20,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Pretty Angel,3.99,12/13/2019,"GirlGames,","GirlGames,",90,52,92,2548,Sexual,0.3,1,1,0,1,0,0,0,2270.12,55.18666667,18.34426667
Commandos 3: Destination Berlin,39.99,10/14/2003,"Kalypso Media Digital,","Pyro Studios,",0,0,61,766,Strategy,0,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
ALTF4,1.99,2/19/2021,"PUMPKIM,","Autosavegame,",82,157,81,4415,Early,2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Hello Puppets! VR,14.99,10/22/2020,"tinyBuild,","Otherworld Interactive,",0,0,81,101,Adventure,6,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Yuki Onna | 雪女,4.99,1/2/2020,"Chilla's Art,","Chilla's Art,",0,0,75,95,Violent,3,0,1,0,0,0,0,0,231.25,0,22.49
Chronicon,19.99,8/21/2020,"Subworld,","Subworld,",97,100,95,5963,Action,1,0,1,1,0,0,1,0,3264.582596,57.48230088,45.25634218
Airline Tycoon Deluxe,9.99,8/1/1998,"HandyGames, Black Forest Games,","Spellbound,",0,0,78,352,Simulation,0.6,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Portal 2 - The Final Hours,29.99,5/17/2011,"Geoff Keighley,","Geoff Keighley,",0,0,80,520,Documentary,0,1,1,0,1,0,0,0,520,0,29.99
Xenonauts,59.99,6/16/2014,"Goldhawk Interactive,","Goldhawk Interactive,",84,19,87,2721,Turn-Based,0,1,1,1,1,1,1,1,8875.321429,100.9285714,34.53535714
Vigil: The Longest Night,21.99,10/14/2020,"Neon Doctrine,","Glass Heart Games,",86,75,88,2025,Side,5,0,1,0,0,0,0,0,723.8,17,13.19
Rusty Lake Hotel,39.99,1/29/2016,"Rusty Lake,","Rusty Lake,",10,52,94,2809,Puzzle,40,1,1,0,1,0,0,0,4557.517647,50.68235294,26.37352941
Foundation Soundtrack,4.99,2/1/2019,"Polymorph Games,","Polymorph Games,",0,0,0,0,Strategy,0,0,0,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Arietta of Spirits,14.99,8/20/2021,"Third Spirit Games, Red Art Games,","Third Spirit Games,",0,0,93,89,Action-Adventure,0.25,0,1,0,0,0,0,0,7481.111111,65.66666667,29.43444444
Tempest - Original Soundtrack,2.99,9/16/2016,"HeroCraft PC,","Lion's Shade,",0,0,0,0,Action,0.5,1,1,0,1,0,0,0,3264.582596,57.48230088,45.25634218
Rabi-Ribi - Original Soundtrack,9.99,1/28/2016,"CreSpirit,","CreSpirit,",0,0,99,117,Action,0,0,0,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Knightmare Tower,3.99,6/16/2014,"Juicy Beast Studio,","Juicy Beast Studio,",0,0,92,427,Action,0.2,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
Rogue Warrior,59.99,12/1/2009,"Bethesda Softworks,","Rebellion,",0,0,68,752,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
CASE: Animatronics,9.99,8/3/2016,"Walnut LLC,","Walnut LLC, Last Level,",82,40,85,2153,Horror,1,1,1,0,1,0,0,0,9720.064,250.024,25.10824
"CyberLink PowerDirector 18 Ultra - Video editing, Video editor, making videos",139.98,10/22/2019,"Deep Silver, CyberLink,","CyberLink,",0,0,72,11,Utilities,7,0,1,0,0,0,0,0,1101.04878,36.63414634,47.6202439
Smashing time,24.99,9/30/2021,"Net-assembly,","Net-assembly,",0,0,58,12,Simulation,1,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Steel Assault,12.99,9/28/2021,"Tribute Games Inc.,","Zenovia Interactive,",0,0,85,99,2D,0.3,1,1,1,1,1,1,1,1275.809524,39.33333333,20.51285714
X2: The Threat,29.99,12/3/2003,"Egosoft,","Egosoft,",0,0,82,294,Space,0,0,1,0,0,0,0,0,12894.12903,153.4516129,44.04709677
VoiceAttack,11.99,10/1/2009,"VoiceAttack.com,","VoiceAttack.com,",0,0,96,635,Utilities,0.155,0,1,0,0,0,0,0,1101.04878,36.63414634,47.6202439
IxSHE Tell,29.99,8/28/2020,"NekoNyan Ltd.,","Hooksoft,",0,0,95,104,Casual,5,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
The Airport CEO Soundtrack,4.99,1/29/2020,"Apog Labs,","Apog Labs, Sinephony,",0,0,0,0,Indie,0.2,1,1,0,1,0,0,0,802.9269841,12.4984127,25.0667619
Boogeyman,29.99,11/2/2015,"Clockwork Wolf,","Barry McCabe,",0,0,80,432,Horror,1,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Spirits,29.99,2/15/2012,"Spaces of Play UG,","Spaces of Play UG,",0,0,68,80,Indie,0,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Endless Soul Light Solitaire,5.99,10/12/2021,"DigiMight,","DigiMight,",0,0,0,0,Casual,0.45,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
House Soundtrack,4.99,10/30/2020,"Bark Bark Games,","Bark Bark Games,",0,0,0,0,N/A,0.1028,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
The Jackbox Party Pack 2 - Soundtrack,4.99,11/10/2016,"Jackbox Games, Inc.,","Jackbox Games, Inc.,",0,0,0,0,Strategy,0,0,0,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Boreal Blade,3.99,11/12/2020,"Frozenbyte,","Frozenbyte,",0,0,77,271,Action,4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Serial Cleaner,14.99,7/14/2017,"Curve Digital,","Draw Distance,",0,0,88,397,Action,2,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
Duck Life: Space,59.99,5/5/2017,"MoFunZone Inc,","Wix Games, MAD.com,",0,0,85,81,Casual,0.256,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Dissembler,19.99,2/22/2018,"Ian MacLarty,","Ian MacLarty,",0,0,93,43,Indie,50,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Hellpoint,14.99,7/30/2020,"tinyBuild,","Cradle Games,",70,27,79,1820,Souls-like,6,1,1,1,1,1,1,1,30280.0625,456.875,35.1775
Controller Companion,2.99,5/4/2015,"Koga Tech Limited,","Koga Tech Limited,",72,18,90,2205,Utilities,0,0,1,0,0,0,0,0,1101.04878,36.63414634,47.6202439
Strategic Mind Franchise Soundtrack,5.99,7/22/2020,"Starni Games,","Starni Games,",0,0,0,0,Strategy,0.15,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
1N/AN/A hidden dogs,19.99,10/14/2021,"Anatoliy Loginovskikh,","Anatoliy Loginovskikh, Аlexandr Telminov,",0,0,10,11,Casual,20,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Venge,29.99,7/28/2020,"Ekrcoaster,","Ekrcoaster,",0,0,89,39,Horror,64,1,1,0,1,0,0,0,9720.064,250.024,25.10824
Jumps,29.99,3/31/2017,"Kiwiforge, Timothy Vincent,","Kiwiforge, Timothy Vincent,",0,0,95,219,Indie,100,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
PaintballX,49.99,9/16/2021,"KMHgames,","KMHgames,",0,0,0,0,Casual,100,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Cthulhu Saves the World & Breath of Death VII Double Pack,2.99,7/13/2011,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Blazing Sails,14.99,11/5/2020,"Iceberg Interactive,","Get Up Games,",88,60,90,3248,Early,5,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
The Abandoned,4.99,10/15/2021,"Sly Cat Games,","Sly Cat Games,",0,0,0,0,Exploration,8,0,1,0,0,0,0,0,2061.117647,94.35294118,22.31352941
Sine Mora EX,9.99,8/8/2017,"HandyGames,","Digital Reality, Grasshopper Manufacture, Gyroscope Games,",0,0,67,281,Side,1,0,1,0,0,0,0,0,723.8,17,13.19
Time Trap - Hidden Objects Puzzle Game,58.84,7/28/2017,"Crisp App Studio,","Crisp App Studio,",0,0,72,127,Hidden,0.6,1,1,0,1,0,0,0,700.7391304,6.173913043,35.5226087
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated Soundtrack,4.99,6/23/2020,"THQ Nordic,","Purple Lamp,",0,0,96,79,Great,0.571,0,1,0,0,0,0,0,21625.84211,362.1578947,22.14789474
Sherlock Holmes Franchise Modern Soundtrack,4.99,3/25/2020,"Frogwares,","Frogwares,",0,0,0,0,Soundtrack,0.35,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
Sherlock Holmes Franchise Classic Soundtrack,4.99,3/25/2020,"Frogwares,","Frogwares,",0,0,0,0,Soundtrack,0.3,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
Frogwares Games Classic Soundtrack,4.99,3/25/2020,"Frogwares,","Frogwares,",0,0,0,0,Soundtrack,0.26,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
Dictators:No Peace Countryballs,59.99,1/1/2020,"RPN Indie Developer,","RPN Indie Developer,",95,117,94,3029,Strategy,0.118,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Last Day of Work Complete Pack,29.99,5/28/2008,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Fallen Hero: Rebirth,3.99,3/15/2018,"Hosted Games,","Hosted Games,",0,0,97,231,RPG,0,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
Insight,3.99,10/7/2021,"maou,","maou,",0,0,91,12,Abstract,0,0,1,0,0,0,0,0,153,8.5,14.49
Duck Life: Battle,59.99,8/13/2018,"MoFunZone Inc,","Wix Games, MAD.com,",0,0,85,148,Casual,0.72,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Frontline: The Great Patriotic War,21.97,12/20/2019,"Frontline: Games Series,","Frontline: Games Series,",0,0,87,16,Strategy,1.024,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Nobodies: Murder Cleaner,6.99,9/30/2019,"Blyts,","Blyts,",0,0,91,164,Adventure,0.5,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Glass Heart - Glass Girl's K-POP Collection,3.99,7/9/2021,"TSB,","TeamSnowBall,",0,0,0,0,Indie,50,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Swords and Sandals Spartacus,19.99,12/22/2019,"eGames.com,","Whiskeybarrel Studios,",0,0,70,17,Indie,1,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Hentai Vs Furries,19.99,1/10/2020,"SeedWall,","SeedWall,",82,17,89,707,Nudity,2,0,1,0,0,0,0,0,1750.259259,15.18518519,25.24962963
One Hour One Life,14.99,11/8/2018,"Jason Rohrer,","Jason Rohrer,",82,29,78,2286,Indie,0.25,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Mass Effect 2 (2N/A1N/A),59.99,1/26/2010,"Electronic Arts,","BioWare,",90,31,94,12936,RPG,0,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Deathless: The City's Thirst,39.99,10/23/2015,"Choice of Games,","Choice of Games,",0,0,79,29,RPG,0,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
MXGP 2N/A2N/A - The Official Motocross Videogame,59.99,12/16/2020,"Milestone S.r.l.,","Milestone S.r.l.,",83,12,76,239,Racing,15,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
My Night Job,3.99,4/21/2016,"bitComposer Interactive GmbH,","Webcore Games,",0,0,79,39,Survival,0.45,1,1,1,1,1,1,1,59503.38889,847.0740741,34.16833333
The Wild Age,12.99,2/4/2020,"McMagic Productions,","McMagic Productions,",0,0,64,190,Strategy,2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
The Stronghold Collection,29.99,10/27/2009,"FireFly Studios,","FireFly Studios,",94,52,87,2613,Real,0,0,1,0,0,0,0,0,3645.7,64.6,21.691
Choice of the Deathless,3.99,12/20/2013,"Choice of Games,","Choice of Games,",0,0,92,302,Choose,0,1,1,1,1,1,1,1,630.7647059,7.235294118,31.45058824
Rainbow Reactor,14.99,1/15/2019,"Tunermaxx,","Tunermaxx, Muikkumedia Oy,",0,0,91,62,VR,1.6,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Factory Balls,9.99,5/7/2019,"Bart Bonte,","Bart Bonte,",0,0,98,64,Indie,40,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
The Vanishing of Ethan Carter,39.99,9/25/2014,"The Astronauts,","The Astronauts,",0,0,88,6361,Atmospheric,9,0,1,0,0,0,0,0,9652.3125,98.0625,31.911875
Invasion Machine,18.99,2/26/2020,"Pixel Machine,","Pixel Machine,",0,0,80,383,Strategy,3,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Blackwell Convergence,39.99,1/13/2012,"Wadjet Eye Games,","Wadjet Eye Games,",0,0,95,339,Point,0,0,1,0,0,0,0,0,1756.545455,16.45454545,41.87
Doki Doki Literature Club Plus! Soundtrack,9.99,10/13/2021,"Serenity Forge,","Team Salvato,",0,0,10,27,N/A,0.11,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Dragon Castle: The Board Game,8.99,12/12/2019,"Horrible Guild,","Studio Clangore,",0,0,92,25,Board,0.5,1,1,0,1,0,0,0,2119.117647,26.41176471,17.81352941
Yonder: The Cloud Catcher Chronicles,19.99,7/18/2017,"Prideful Sloth,","Prideful Sloth,",10,10,82,2521,Open,4,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
The Swine,1.99,6/18/2020,"Vincent Lade,","Vincent Lade,",0,0,84,171,Casual,7,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Ball Twist,3.99,5/15/2021,"QuickBobber,","QuickBobber,",0,0,0,0,Casual,0.16,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
UnderRail,39.99,12/18/2015,"Stygian Software,","Stygian Software,",83,42,87,3579,RPG,5,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Trials of Mana,59.99,4/24/2020,"Square Enix,","Square Enix,",93,60,93,3484,RPG,20,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
PEGGO!,5.99,7/22/2021,"Tylar.io,","Tylar.io,",0,0,80,46,Casual,0.21,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Wildlife Park 2 - Horses,44.99,10/12/2007,"b-alive gmbh,","b-alive gmbh,",0,0,77,62,Simulation,3,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Half Dead,11.97,8/1/2016,"Room71N/AGames,","Room71N/AGames,",0,0,78,2580,Multiplayer,1,0,1,0,0,0,0,0,24488.5814,437.1395349,52.09069767
The Talos Principle - Soundtrack,9.99,12/11/2014,"Devolver Digital,","Damjan Mravunac, Croteam,",0,0,94,111,Action,0.2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Danger Crew,9.99,5/6/2019,"Team Danger Crew,","Drew Conley, Glenn LaBarre,",0,0,10,29,Indie,0.205,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
The Survivalists Soundtrack,3.99,10/9/2020,"Team17 Digital Ltd,","Team17 Digital Ltd,",0,0,0,0,N/A,0.108,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Ashes of the Singularity: Escalation,44.99,11/10/2016,"Stardock Entertainment,","Stardock Entertainment, Oxide Games,",74,31,78,2149,RTS,27,0,1,0,0,0,0,0,2255.9,37.2,30.49
Urtuk: The Desolation,24.99,2/27/2021,"David Kaleta,","David Kaleta,",93,61,91,1469,Turn-Based,0.6,1,1,1,1,1,1,1,8875.321429,100.9285714,34.53535714
Stickman Escape,19.99,7/13/2021,"Happy Jay Games,","Happy Jay Games,",0,0,0,0,Early,2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Everyone Dies,3.99,1/3/2020,"JPEG OF PAIN,","JPEG OF PAIN GAMES,",0,0,81,87,Indie,6,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Peregrin,39.99,8/8/2017,"Peregrin Developers,","Peregrin Developers,",0,0,77,144,Casual,2,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Paw Paw Paw,9.99,11/13/2020,"GrabTheGames,","Simpleton,",0,0,79,79,Platformer,1,1,1,0,1,0,0,0,8418.444444,98.52777778,25.71722222
Black Skylands,14.99,7/9/2021,"tinyBuild,","Hungry Couch Games,",90,42,84,405,Pixel,2,0,1,0,0,0,0,0,6145.181818,79.09090909,20.30818182
Lords of the Realm II,59.99,10/31/1996,"Rebellion,","Impressions Games,",10,17,96,887,Strategy,0.5,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Duck Life: Retro Pack,1.99,5/11/2015,"MoFunZone Inc.,","Wix Games,",0,0,88,61,Casual,0.685,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Wolfenstein: The Old Blood,49.99,5/5/2015,"Bethesda Softworks,","MachineGames,",89,135,88,10027,Action,38,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Evertree Inn,59.99,1/20/2017,"Hosted Games,","Hosted Games,",0,0,75,28,Indie,0,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Tomato Way,29.99,12/7/2016,"Vladislav Castillo Gonzalez,","Vladislav Castillo Gonzalez,",0,0,79,276,Horror,4,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Trine 3: The Artifacts of Power,39.99,8/20/2015,"Frozenbyte,","Frozenbyte,",73,30,65,5841,Puzzle,6,1,1,1,1,1,1,1,4557.517647,50.68235294,26.37352941
Inglorious Waifu VS Nazi Zombies,1.99,3/10/2021,"SeedWall,","SeedWall,",90,10,94,91,Action,2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Marmoset Hexels 3,34.99,2/15/2016,"Marmoset LLC,","Marmoset LLC,",0,0,89,208,Design,0.14,1,1,0,1,0,0,0,3052.117647,66.58823529,35.80764706
Sweet Surrender VR,19.99,9/30/2021,"Salmi Games,","Salmi Games,",0,0,78,28,Action,1,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
3D Ultra™ Minigolf Adventures,9.99,12/20/2006,"Activision,","Wanako Games,",0,0,64,91,Sports,0,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
Cat Lady - The Card Game,3.99,12/12/2019,"Nomad Games,","Nomad Games,",0,0,10,82,Casual,0.2,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Nosferatu: The Wrath of Malachi,39.99,10/21/2003,"Funbox Media Ltd,","Idol FX,",83,12,90,998,Horror,0,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Deliverance: The Making of Kingdom Come,1.99,12/20/2018,"Warhorse Studios, Prime Matter,","Warhorse Studios,",0,0,10,111,Indie,0.2,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
Samurai Chess,5.97,4/16/2021,"Minimol Games,","Minimol Games,",0,0,92,14,Chess,0.87,0,1,0,0,0,0,0,83,0,13.735
Wild Animal Racing,3.99,3/7/2016,"Marjupi Games,","Paul Bird,",91,24,93,1755,Sexual,0,1,1,1,1,1,1,1,2270.12,55.18666667,18.34426667
Kingdom Come: Deliverance - Royal DLC Package,19.99,5/28/2019,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Tower Attack,1.99,10/16/2021,"ATD,","ATD,",0,0,0,0,Tower,0,1,1,0,1,0,0,0,5299.307692,139.2692308,25.49
Sam & Max: This Time It's Virtual!,29.99,9/10/2021,"Big Sugar,","HappyGiant,",0,0,36,38,VR,4,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Dungeon Throne,19.99,8/10/2020,"Martín Maestri Martinez,","Martín Maestri Martinez,",0,0,0,0,Roguelite,0.256,0,1,0,0,0,0,0,8036.8,158.6,17.39066667
We Were Here: Original Soundtrack,9.99,10/2/2017,"Total Mayhem Games,","Total Mayhem Games,",0,0,0,0,Action,64,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Niche - a genetic survival game Soundtrack,21.98,9/21/2017,N/A,"Stray Fawn Studio,",0,0,0,0,Indie,0,0,0,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Mira’s Workshop,4.99,10/12/2021,"DigiMight,","DigiMight,",0,0,0,0,Casual,0.61,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Legend of Grimrock 2,29.99,10/15/2014,"Almost Human Games,","Almost Human Games,",0,0,91,2236,RPG,2,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
